index,smiles_solvent,smiles_solute,DGsolv,comment,can_smiles_solvent,can_smiles_solute,predicted,total_atoms_solute,total_atoms_solvent,shap_values
684,Cc1ccccc1,Cc1ccc(O)c(O)c1,0,logP_setA,Cc1ccccc1,Cc1ccc(O)c(O)c1,-8.576265,9,7,"[-1.28580677  1.31633297  1.49027793  6.46827039 -2.91825064  0.01156453
 -4.86856592  0.57836226  1.27123008  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
685,Clc1ccccc1,Cc1ccc(O)c(O)c1,0,logP_setA,Clc1ccccc1,Cc1ccc(O)c(O)c1,-8.50565,9,7,"[-1.66715986  1.41308901  1.76075498  8.22295137 -4.01415901  0.22511436
 -6.35724702  0.94118099  1.6095061   0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
686,C(Cl)Cl,Cc1ccc(O)c(O)c1,0,logP_setA,ClCCl,Cc1ccc(O)c(O)c1,-9.255102,9,3,"[-1.89899065  1.13407074  1.88582928  8.32163414 -4.38990231  0.28212231
 -6.73467029  0.95958584  1.82489856  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
687,CC(C)(C)OC,Cc1ccc(O)c(O)c1,0,logP_setA,COC(C)(C)C,Cc1ccc(O)c(O)c1,-11.185004,9,6,"[ -5.3740662    1.7079488    5.60548768  23.56484557 -14.35388431
   1.12099561 -20.93520634   3.08139153   5.03716296   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
688,CC(OC(C)C)=O,Cc1ccc(O)c(O)c1,0,logP_setA,CC(=O)OC(C)C,Cc1ccc(O)c(O)c1,-12.032814,9,7,"[ -3.60281587   1.00263661   3.55316423  15.42842563  -9.83700632
   0.79581395 -14.12283942   2.0936848    3.29580258   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
689,c1ccc(cc1)CO,Cc1ccc(O)c(O)c1,0,logP_setA,OCc1ccccc1,Cc1ccc(O)c(O)c1,-11.222009,9,8,"[ -2.74128961   1.00211      2.65265689  12.03544803  -7.08576357
   0.33880726 -10.47454144   1.40494246   2.28530165   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
690,C1CCCCC1O,Cc1ccc(O)c(O)c1,0,logP_setA,OC1CCCCC1,Cc1ccc(O)c(O)c1,-12.019213,9,7,"[ -3.84403023   1.34110428   3.59739279  16.33609665 -10.4062373
   0.88503717 -14.91084983   2.24949099   3.37246473   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
691,CCCCO,Cc1ccc(O)c(O)c1,0,logP_setA,CCCCO,Cc1ccc(O)c(O)c1,-11.985539,9,5,"[ -3.63228075   1.16375615   3.34612957  15.18757404  -9.50345451
   0.69553837 -13.6976592    1.96570789   3.12882844   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
692,CCCCCCCCO,Cc1ccc(O)c(O)c1,0,logP_setA,CCCCCCCCO,Cc1ccc(O)c(O)c1,-11.186112,9,9,"[ -2.8655076    1.17669702   2.96641764  13.03300566  -7.62503942
   0.23103068 -11.32103112   1.35890259   2.49909285   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
693,O,Cc1ccc(O)c(O)c1,0,logP_setA,O,Cc1ccc(O)c(O)c1,-10.025925,9,1,"[ -4.28255243   2.85305671   3.35410713  18.76524474 -11.38452888
   1.28270973 -16.30846564   2.84549382   3.48868954   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
694,CCCCCC,Oc1cccc(O)c1,0,logP_setA,CCCCCC,Oc1cccc(O)c1,-5.9702916,8,6,"[ 1.26594169 -5.68190241  3.41448945  1.30797867  3.41449115 -5.68190521
  1.26594291  5.36435267  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
695,Cc1ccccc1,Oc1cccc(O)c1,0,logP_setA,Cc1ccccc1,Oc1cccc(O)c1,-8.4510975,8,7,"[ 1.19097009 -6.57585646  3.13480171  1.54698126  3.1348017  -6.57585812
  1.19097237  5.14176987  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
696,Clc1ccccc1,Oc1cccc(O)c1,0,logP_setA,Clc1ccccc1,Oc1cccc(O)c1,-8.124394,8,7,"[ 1.18853023 -6.55473339  3.18854326  1.52269895  3.18854359 -6.55472916
  1.18853215  5.34789985  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
697,C(Cl)Cl,Oc1cccc(O)c1,0,logP_setA,ClCCl,Oc1cccc(O)c1,-9.106547,8,3,"[ 1.2814165  -7.46307117  3.33467499  1.54700956  3.33467482 -7.46307283
  1.28141772  5.68008261  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
698,CC(C)(C)OC,Oc1cccc(O)c1,0,logP_setA,COC(C)(C)C,Oc1cccc(O)c1,-12.1268215,8,6,"[ 1.29661528 -8.69515069  3.27996489  1.17312228  3.27996595 -8.69514984
  1.29661576  5.57687284  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
699,CC(OC(C)C)=O,Oc1cccc(O)c1,0,logP_setA,CC(=O)OC(C)C,Oc1cccc(O)c1,-12.90461,8,7,"[ 1.12783591 -8.69170646  3.18022547  1.50479843  3.18022605 -8.69170639
  1.12784045  4.99755534  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
700,c1ccc(cc1)CO,Oc1cccc(O)c1,0,logP_setA,OCc1ccccc1,Oc1cccc(O)c1,-12.330608,8,8,"[ 1.24159952 -8.85856684  3.2117704   1.46725501  3.21177133 -8.85856909
  1.24160192  5.65221117  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
701,C1CCCCC1O,Oc1cccc(O)c1,0,logP_setA,OC1CCCCC1,Oc1cccc(O)c1,-13.025715,8,7,"[ 1.229864   -8.82049129  3.05247039  1.2453517   3.0524668  -8.82049489
  1.22986288  5.44493427  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
702,CCCCO,Oc1cccc(O)c1,0,logP_setA,CCCCO,Oc1cccc(O)c1,-12.995051,8,5,"[ 1.04661103 -8.58749517  3.10411334  1.19710874  3.10411398 -8.58749738
  1.04661254  5.32106268  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
703,CCCCCCCCO,Oc1cccc(O)c1,0,logP_setA,CCCCCCCCO,Oc1cccc(O)c1,-11.98508,8,9,"[ 1.15835559 -8.19958628  2.99927473  1.50272166  2.99927453 -8.19958988
  1.1583571   5.23579335  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
704,O,Oc1cccc(O)c1,0,logP_setA,O,Oc1cccc(O)c1,-11.478392,8,1,"[  1.68255932 -10.17601939   3.46781549   2.55820965   3.46781444
 -10.17601492   1.68255927   6.65436458   0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
705,CCCCCC,COc1cccc(OC)c1,0,logP_setA,CCCCCC,COc1cccc(OC)c1,-6.5449805,10,6,"[-11.76062725 -19.12529467  24.25794566   7.4964515   25.12901929
   7.49645249  24.25794578 -19.12529911 -11.76062499 -22.77127046
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
706,Cc1ccccc1,COc1cccc(OC)c1,0,logP_setA,Cc1ccccc1,COc1cccc(OC)c1,-7.7023277,10,7,"[-11.86483927 -19.68006399  26.00104978   6.75486348  26.14854061
   6.75485879  26.00102744 -19.6800637  -11.86483124 -25.63319197
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
707,Clc1ccccc1,COc1cccc(OC)c1,0,logP_setA,Clc1ccccc1,COc1cccc(OC)c1,-7.8389397,10,7,"[-12.48014408 -19.48974031  26.42683631   7.14019102  26.11649656
   7.14019269  26.42684541 -19.48975571 -12.48014815 -26.51003415
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
708,C(Cl)Cl,COc1cccc(OC)c1,0,logP_setA,ClCCl,COc1cccc(OC)c1,-8.517779,10,3,"[-12.33780104 -21.78102293  29.53807003   6.49889008  27.72168347
   6.49889101  29.53808018 -21.78101382 -12.33781611 -29.43606133
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
709,CC(C)(C)OC,COc1cccc(OC)c1,0,logP_setA,COC(C)(C)C,COc1cccc(OC)c1,-7.613114,10,6,"[-12.93818418 -19.89678042  24.76105824   7.53972628  27.52692924
   7.5397242   24.76108465 -19.89679028 -12.9381788  -23.432023
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
710,CC(OC(C)C)=O,COc1cccc(OC)c1,0,logP_setA,CC(=O)OC(C)C,COc1cccc(OC)c1,-7.728924,10,7,"[-13.70552389 -21.17456146  26.77574301   8.17768547  28.52234163
   8.17767741  26.77573385 -21.17455784 -13.70552913 -25.75825541
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
711,c1ccc(cc1)CO,COc1cccc(OC)c1,0,logP_setA,OCc1ccccc1,COc1cccc(OC)c1,-7.4184704,10,8,"[-13.87666947 -22.41942744  28.30230049   8.3909901   29.27476599
   8.39098503  28.30229104 -22.41942532 -13.87666527 -26.84793268
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
712,C1CCCCC1O,COc1cccc(OC)c1,0,logP_setA,OC1CCCCC1,COc1cccc(OC)c1,-7.1522584,10,7,"[-13.47527831 -21.63377629  26.40443275   8.36879989  28.82533715
   8.36879009  26.40444261 -21.63376857 -13.47528649 -24.66627641
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
713,CCCCO,COc1cccc(OC)c1,0,logP_setA,CCCCO,COc1cccc(OC)c1,-7.1716304,10,5,"[-13.67746477 -21.06792984  26.76011248   8.24197013  28.49180426
   8.2419613   26.76012056 -21.06791941 -13.67745854 -25.53714415
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
714,CCCCCCCCO,COc1cccc(OC)c1,0,logP_setA,CCCCCCCCO,COc1cccc(OC)c1,-6.9733634,10,9,"[-13.03208626 -20.85846844  26.50748447   7.84821756  28.19553854
   7.84821251  26.50749506 -20.85847614 -13.0320852  -25.45951855
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
715,O,COc1cccc(OC)c1,0,logP_setA,O,COc1cccc(OC)c1,-3.9017055,10,1,"[-15.10083436 -24.79364373  32.95432323   8.74744348  32.57479674
   8.74744971  32.95429583 -24.79363244 -15.10083785 -29.4513867
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
716,CCCCCC,COc1ccccc1O,0,logP_setA,CCCCCC,COc1ccccc1O,-6.348864,9,6,"[ 2.6106362   9.93342641  2.02126371  2.84676311 -4.30043068 -3.80410009
 -2.89293969 -2.47864853  0.35484528  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
717,Cc1ccccc1,COc1ccccc1O,0,logP_setA,Cc1ccccc1,COc1ccccc1O,-7.649418,9,7,"[ 3.15925173 11.47641414  2.04530511  2.9638421  -5.43016629 -4.81837368
 -3.65565456 -2.99564259  0.24528552  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
718,Clc1ccccc1,COc1ccccc1O,0,logP_setA,Clc1ccccc1,COc1ccccc1O,-7.641158,9,7,"[ 2.93370578 11.29341897  2.02305845  2.78915129 -5.257644   -4.67460239
 -3.58003809 -2.88579906  0.35727026  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
719,C(Cl)Cl,COc1ccccc1O,0,logP_setA,ClCCl,COc1ccccc1O,-8.342555,9,3,"[ 3.47582385 12.12930312  1.90829815  2.94104068 -5.78585308 -5.16660879
 -4.10177162 -3.2909743   0.18786612  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
720,CC(C)(C)OC,COc1ccccc1O,0,logP_setA,COC(C)(C)C,COc1ccccc1O,-7.802052,9,6,"[ 3.35397381 11.72657752  2.39874291  2.55143192 -5.95350093 -5.35682551
 -4.03341251 -2.28455912  0.43520134  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
721,CC(OC(C)C)=O,COc1ccccc1O,0,logP_setA,CC(=O)OC(C)C,COc1ccccc1O,-8.349233,9,7,"[ 2.20363301  8.98525096 -3.16412358  4.83847867 -2.30497448 -1.73729151
 -2.02735582 -3.89985798 -0.60331141  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
