index,smiles_solvent,smiles_solute,DGsolv,comment,can_smiles_solvent,can_smiles_solute,predicted,total_atoms_solute,total_atoms_solvent,shap_values
847,O,OC1c2ccccc2c3ccccc13,0,logP_setA,O,OC1c2ccccc2-c2ccccc21,-7.188097,14,1,"[ 0.75039229  1.66952169 -0.77417816  0.75711889  0.0791771   0.03387877
  0.64313683 -0.22329844 -0.22329835  0.64313674  0.03387901  0.07917735
  0.75711821 -0.77417924  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
848,CCCCCC,Oc1cccc(O)c1O,0,logP_setA,CCCCCC,Oc1cccc(O)c1O,-6.621153,9,6,"[ 0.27411756  1.29836232  0.33136496  0.19167599  0.33136459  1.29836248
  0.27411758  0.28195296 -0.26279121  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
849,Cc1ccccc1,Oc1cccc(O)c1O,0,logP_setA,Cc1ccccc1,Oc1cccc(O)c1O,-8.73129,9,7,"[ 0.31573325  0.69338527  0.19140972 -0.52652674  0.19140957  0.69338537
  0.31573333 -0.00106009  0.03491981  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
850,Clc1ccccc1,Oc1cccc(O)c1O,0,logP_setA,Clc1ccccc1,Oc1cccc(O)c1O,-8.460244,9,7,"[ 0.28013508  0.75191813  0.13684621 -0.19318785  0.13684626  0.7519176
  0.28013507  0.10202522 -0.06719924  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
851,C(Cl)Cl,Oc1cccc(O)c1O,0,logP_setA,ClCCl,Oc1cccc(O)c1O,-9.321434,9,3,"[ 0.33689363  0.46665232  0.18407441 -0.74320576  0.18407449  0.46665232
  0.33689371 -0.16348025  0.24969213  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
852,CC(C)(C)OC,Oc1cccc(O)c1O,0,logP_setA,COC(C)(C)C,Oc1cccc(O)c1O,-11.319369,9,6,"[ 0.14110632 -0.26290115  0.10550343 -0.6376183   0.10550357 -0.26290155
  0.14110634 -0.34887983  0.33939347  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
853,CC(OC(C)C)=O,Oc1cccc(O)c1O,0,logP_setA,CC(=O)OC(C)C,Oc1cccc(O)c1O,-12.974189,9,7,"[ 0.08580706 -0.72937074 -0.17942081 -0.33060568 -0.17942123 -0.72937017
  0.08580693 -0.76686048  0.40892528  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
854,c1ccc(cc1)CO,Oc1cccc(O)c1O,0,logP_setA,OCc1ccccc1,Oc1cccc(O)c1O,-12.119714,9,8,"[ 0.00239789 -0.06759838 -0.15466731 -0.39664517 -0.15466705 -0.06759824
  0.00239819 -1.03626883  0.39261478  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
855,C1CCCCC1O,Oc1cccc(O)c1O,0,logP_setA,OC1CCCCC1,Oc1cccc(O)c1O,-12.866078,9,7,"[-0.04116687 -0.18948707 -0.46309646 -0.09281085 -0.46309609 -0.18948613
 -0.04116686 -0.99088955  0.24480108  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
856,CCCCO,Oc1cccc(O)c1O,0,logP_setA,CCCCO,Oc1cccc(O)c1O,-12.964856,9,5,"[ 0.05651509 -0.21431871 -0.34168971 -0.47077087 -0.3416896  -0.21431872
  0.05651502 -1.36336431  0.50794426  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
857,CCCCCCCCO,Oc1cccc(O)c1O,0,logP_setA,CCCCCCCCO,Oc1cccc(O)c1O,-11.74928,9,9,"[ 0.08989836  0.03134114 -0.20871702 -0.20225342 -0.20871719  0.0313408
  0.08989826 -1.01366544  0.28127698  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
858,O,Oc1cccc(O)c1O,0,logP_setA,O,Oc1cccc(O)c1O,-13.189162,9,1,"[ 0.03489838 -0.70253127 -0.26227319  0.71154712 -0.26227308 -0.70253069
  0.03489825 -1.45513743  0.05391994  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
859,CCCCCC,COc1cccc(O)c1O,0,logP_setA,CCCCCC,COc1cccc(O)c1O,-7.0550885,10,6,"[2.55677491e-04 2.43568037e-01 1.10048840e+00 9.05681648e-02
 1.29177316e-01 2.98725979e-01 6.29935383e-01 1.18891328e-01
 6.92303573e-01 2.80677268e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
860,Cc1ccccc1,COc1cccc(O)c1O,0,logP_setA,Cc1ccccc1,COc1cccc(O)c1O,-8.568507,10,7,"[0.07490941 0.09652767 0.90553268 0.07022748 0.05852957 0.24533051
 0.23742093 0.07074664 0.17495418 0.1369938  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]"
861,Clc1ccccc1,COc1cccc(O)c1O,0,logP_setA,Clc1ccccc1,COc1cccc(O)c1O,-8.47369,10,7,"[0.02422907 0.07499923 0.9173243  0.08270049 0.12931869 0.24798055
 0.24797532 0.07154876 0.24361611 0.12629657 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]"
862,C(Cl)Cl,COc1cccc(O)c1O,0,logP_setA,ClCCl,COc1cccc(O)c1O,-9.187189,10,3,"[ 0.07855174 -0.00129002  0.75572041  0.07206284 -0.0197411   0.17672863
  0.10244995  0.07786383  0.02649686  0.18364721  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
863,CC(C)(C)OC,COc1cccc(O)c1O,0,logP_setA,COC(C)(C)C,COc1cccc(O)c1O,-9.05059,10,6,"[ 0.02772059  0.17608811  0.75734109  0.27608491 -0.16642712  0.28071536
  0.18857986  0.10288096 -0.20007371  0.14618089  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
864,CC(OC(C)C)=O,COc1cccc(O)c1O,0,logP_setA,CC(=O)OC(C)C,COc1cccc(O)c1O,-10.026441,10,7,"[ 0.05878337  0.07351875  0.43537525  0.21015399  0.04609016  0.21959844
  0.00263271  0.02430873 -0.45306056 -0.00416081  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
865,c1ccc(cc1)CO,COc1cccc(O)c1O,0,logP_setA,OCc1ccccc1,COc1cccc(O)c1O,-9.44982,10,8,"[ 0.00384505  0.0892353   0.70622166  0.05844753  0.09095204  0.16400339
  0.25428319 -0.0357962  -0.14948314  0.00815276  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
866,C1CCCCC1O,COc1cccc(O)c1O,0,logP_setA,OC1CCCCC1,COc1cccc(O)c1O,-9.661517,10,7,"[-0.06774911  0.05069205  0.53022053 -0.00808312 -0.03811912  0.19311689
  0.50432664 -0.00434774 -0.12304006 -0.058855    0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
867,CCCCO,COc1cccc(O)c1O,0,logP_setA,CCCCO,COc1cccc(O)c1O,-9.761959,10,5,"[-0.00617031 -0.03844892  0.73275476  0.08374627  0.00214027  0.14410631
  0.19972641  0.03523668 -0.34590262  0.07053159  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
868,CCCCCCCCO,COc1cccc(O)c1O,0,logP_setA,CCCCCCCCO,COc1cccc(O)c1O,-9.141042,10,9,"[-0.05850188 -0.02166378  0.93509357  0.01037448  0.04339489  0.1390348
  0.35373481  0.02493481 -0.05286805  0.12510566  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
869,O,COc1cccc(O)c1O,0,logP_setA,O,COc1cccc(O)c1O,-8.735385,10,1,"[-0.1572217  -0.02804835  0.57965935 -0.11598173  0.35653439  0.06666974
  0.75862319  0.12201479 -0.08329735  0.40534145  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
870,CCCCCC,COc1cccc(OC)c1O,0,logP_setA,CCCCCC,COc1cccc(OC)c1O,-7.7506323,11,6,"[-0.01108103 -0.13513594  0.1959526   0.86082595 -0.4327741   0.86082609
  0.19595172 -0.13513583 -0.01108103  1.0512075   0.44949199  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
871,Cc1ccccc1,COc1cccc(OC)c1O,0,logP_setA,Cc1ccccc1,COc1cccc(OC)c1O,-9.461694,11,7,"[ 0.15417538 -0.04397452  0.39134492  0.09018421 -0.02663667  0.0901842
  0.39134488 -0.0439746   0.15417538 -0.27309102  0.29425368  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
872,Clc1ccccc1,COc1cccc(OC)c1O,0,logP_setA,Clc1ccccc1,COc1cccc(OC)c1O,-9.475269,11,7,"[ 0.76729523  0.09483956  1.74381145 -1.47853422  1.60982899 -1.47853382
  1.74380937  0.09483769  0.76729619 -3.03957736  0.33933827  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
873,C(Cl)Cl,COc1cccc(OC)c1O,0,logP_setA,ClCCl,COc1cccc(OC)c1O,-10.758224,11,3,"[ 1.67169513 -0.11487507  3.77259974 -4.13768961  4.42039121 -4.13768979
  3.77259853 -0.11487457  1.67169524 -7.26951776  0.34712382  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
874,CC(C)(C)OC,COc1cccc(OC)c1O,0,logP_setA,COC(C)(C)C,COc1cccc(OC)c1O,-9.192016,11,6,"[ 0.16351413 -0.02586641  0.19617287 -0.11773826  0.70448464 -0.11773808
  0.19617341 -0.02586637  0.1635142  -0.0252648   0.33627837  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
875,CC(OC(C)C)=O,COc1cccc(OC)c1O,0,logP_setA,CC(=O)OC(C)C,COc1cccc(OC)c1O,-9.881885,11,7,"[ 0.68388888 -0.05977296  1.61746832 -1.76906268  2.19263633 -1.76906418
  1.61746779 -0.05977335  0.68388799 -2.70272857  0.3228481   0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
876,c1ccc(cc1)CO,COc1cccc(OC)c1O,0,logP_setA,OCc1ccccc1,COc1cccc(OC)c1O,-9.67321,11,8,"[ 0.37451572  0.20238728  0.68110397 -0.89105026  1.02540844 -0.89105005
  0.6811046   0.20238748  0.37451631 -1.01026193  0.21740689  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
877,C1CCCCC1O,COc1cccc(OC)c1O,0,logP_setA,OC1CCCCC1,COc1cccc(OC)c1O,-9.218581,11,7,"[-0.35732702  0.23824174 -0.99011359  0.94749785 -0.68056283  0.94749766
 -0.99011432  0.23824107 -0.35732696  2.18956581  0.23549876  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
878,CCCCO,COc1cccc(OC)c1O,0,logP_setA,CCCCO,COc1cccc(OC)c1O,-9.272911,11,5,"[-0.40994666  0.20057734 -1.02118888  1.05842131 -0.85507956  1.05842101
 -1.02118949  0.20057672 -0.40994624  2.36745895  0.1986662   0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
879,CCCCCCCCO,COc1cccc(OC)c1O,0,logP_setA,CCCCCCCCO,COc1cccc(OC)c1O,-8.777814,11,9,"[-0.22783708  0.27924448 -0.44859463  0.75873149 -0.43392567  0.75873214
 -0.44859413  0.27924467 -0.2278371   1.3681692   0.20453248  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
880,O,COc1cccc(OC)c1O,0,logP_setA,O,COc1cccc(OC)c1O,-7.1058064,11,1,"[-0.46699961  0.32514241 -0.51248424  1.50149112 -1.15632488  1.50148973
 -0.51248122  0.32514256 -0.46699906  2.55447029  0.44142721  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
881,CCCCCC,COc1cc(C=O)cc(OC)c1O,0,logP_setA,CCCCCC,COc1cc(C=O)cc(OC)c1O,-9.402167,13,6,"[ 0.16055331  0.33495556  0.11842752 -0.5438235  -0.23405551  0.04532044
 -0.09204535 -0.54382438  0.11842728  0.33495573  0.16055343  0.94359243
  0.43447563  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
882,Cc1ccccc1,COc1cc(C=O)cc(OC)c1O,0,logP_setA,Cc1ccccc1,COc1cc(C=O)cc(OC)c1O,-12.157914,13,7,"[-0.60821421  0.60169265 -1.21831522  0.1036579  -1.43589707  1.14063158
  0.4602954   0.1036579  -1.21831484  0.60169375 -0.60821404  0.27915717
  0.27993511  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
883,Clc1ccccc1,COc1cc(C=O)cc(OC)c1O,0,logP_setA,Clc1ccccc1,COc1cc(C=O)cc(OC)c1O,-12.10382,13,7,"[-0.58803716  0.50033874 -1.2001245   0.07231658 -1.20305218  1.07425234
  0.45889245  0.07231658 -1.20012527  0.50033907 -0.588037    0.33625005
  0.30053105  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
884,C(Cl)Cl,COc1cc(C=O)cc(OC)c1O,0,logP_setA,ClCCl,COc1cc(C=O)cc(OC)c1O,-14.16051,13,3,"[-0.65086717  0.2422032  -1.48019109  0.24071052 -1.17157117  0.73394932
  0.51365288  0.24071143 -1.48019064  0.24220316 -0.65086704 -0.54655348
  0.2459813   0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
885,CC(C)(C)OC,COc1cc(C=O)cc(OC)c1O,0,logP_setA,COC(C)(C)C,COc1cc(C=O)cc(OC)c1O,-11.93551,13,6,"[-1.53465441  1.67634547 -2.95268488  1.90317516 -3.55259924  2.82923227
  1.25592816  1.9031722  -2.95268537  1.67634473 -1.53465507 -0.20310146
  0.19035325  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
886,CC(OC(C)C)=O,COc1cc(C=O)cc(OC)c1O,0,logP_setA,CC(=O)OC(C)C,COc1cc(C=O)cc(OC)c1O,-12.938311,13,7,"[-0.94834845  0.7542273  -2.01722335  1.3875795  -2.21874048  1.39397962
  0.81848914  1.38758195 -2.01722282  0.75422833 -0.9483477  -0.61673692
 -0.02809728  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
887,c1ccc(cc1)CO,COc1cc(C=O)cc(OC)c1O,0,logP_setA,OCc1ccccc1,COc1cc(C=O)cc(OC)c1O,-12.681955,13,8,"[-1.32967351  0.97483521 -2.51614808  1.81693108 -2.78152452  2.180901
  0.9997168   1.81693278 -2.51614709  0.97483531 -1.32967346 -0.44022091
  0.10696147  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
888,C1CCCCC1O,COc1cc(C=O)cc(OC)c1O,0,logP_setA,OC1CCCCC1,COc1cc(C=O)cc(OC)c1O,-11.973642,13,7,"[-1.43729045  1.16324717 -2.31612693  1.77067078 -2.83157857  2.46407757
  1.14853827  1.77067145 -2.31612704  1.16324462 -1.43729095 -0.69037255
  0.21437368  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
889,CCCCO,COc1cc(C=O)cc(OC)c1O,0,logP_setA,CCCCO,COc1cc(C=O)cc(OC)c1O,-12.137135,13,5,"[-0.38588862  0.1787273  -0.54679599  0.46247755 -0.83968938  0.35504641
  0.34452416  0.46247783 -0.54679622  0.178727   -0.38588888 -0.92420073
  0.14982368  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
890,CCCCCCCCO,COc1cc(C=O)cc(OC)c1O,0,logP_setA,CCCCCCCCO,COc1cc(C=O)cc(OC)c1O,-11.472104,13,9,"[-0.29364282  0.23502385 -0.62532901  0.39826247 -0.79113413  0.33871003
  0.2416032   0.39826183 -0.62532857  0.23502393 -0.2936428  -0.24200675
  0.19177528  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
891,O,COc1cc(C=O)cc(OC)c1O,0,logP_setA,O,COc1cc(C=O)cc(OC)c1O,-11.131159,13,1,"[ 0.09483242 -0.0038224   0.75775268 -0.91281657  0.03534264 -0.22005236
 -0.25035893 -0.91281706  0.7577536  -0.00382267  0.09483231 -0.23622212
  0.30792     0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
892,CCCCCC,COc1cc(cc(OC)c1O)C(O)=O,0,logP_setA,CCCCCC,COc1cc(C(=O)O)cc(OC)c1O,-9.750539,14,6,"[  4.222935    -1.01104526   2.12144893  -2.6269661   -1.61282512
 -11.25493269   3.37504953   3.8425621   -2.62696773   2.12144986
  -1.01104526   4.22293468  -5.78668256   6.91322342   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
893,Cc1ccccc1,COc1cc(cc(OC)c1O)C(O)=O,0,logP_setA,Cc1ccccc1,COc1cc(C(=O)O)cc(OC)c1O,-12.28195,14,7,"[ 1.00221801 -0.76441529 -0.05611937 -0.44517495 -0.14069094 -7.07368359
  2.52772313  2.94520106 -0.4451736  -0.05611812 -0.76441511  1.00222162
 -3.23270943  3.85886683  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
894,Clc1ccccc1,COc1cc(cc(OC)c1O)C(O)=O,0,logP_setA,Clc1ccccc1,COc1cc(C(=O)O)cc(OC)c1O,-12.123619,14,7,"[ 0.78185415 -0.85440638 -0.15349474 -0.43073005  0.18617313 -6.56780455
  2.50475366  2.9200331  -0.43072751 -0.15349279 -0.85440896  0.78185292
 -2.73981794  3.52627682  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
895,C(Cl)Cl,COc1cc(cc(OC)c1O)C(O)=O,0,logP_setA,ClCCl,COc1cc(C(=O)O)cc(OC)c1O,-13.6431875,14,3,"[-3.37635494 -0.46795306 -2.89639151  2.32096121  2.08628668  0.54083218
  1.24411554  1.52701089  2.32095734 -2.89638952 -0.46795153 -3.37635675
  1.54031803 -1.1025923   0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
896,CC(C)(C)OC,COc1cc(cc(OC)c1O)C(O)=O,0,logP_setA,COC(C)(C)C,COc1cc(C(=O)O)cc(OC)c1O,-13.89185,14,6,"[  3.75879464  -0.36146527   1.80030825  -3.20627167  -1.742882
 -12.5014235    2.68405563   3.16184715  -3.20626905   1.80031548
  -0.36146349   3.75879623  -5.48683995   6.65032779   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
897,CC(OC(C)C)=O,COc1cc(cc(OC)c1O)C(O)=O,0,logP_setA,CC(=O)OC(C)C,COc1cc(C(=O)O)cc(OC)c1O,-15.100305,14,7,"[-1.78957441 -0.22768232 -2.11344884  0.84367808  1.13054319 -2.62432045
  1.19408969  1.54348218  0.84367498 -2.11345139 -0.2276832  -1.78957425
  0.33808249  0.53155844  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
898,c1ccc(cc1)CO,COc1cc(cc(OC)c1O)C(O)=O,0,logP_setA,OCc1ccccc1,COc1cc(C(=O)O)cc(OC)c1O,-14.593827,14,8,"[-1.01785142 -0.08912839 -1.79213294  0.34641563  0.48448924 -3.33840559
  1.39508028  1.70762876  0.34641761 -1.79213396 -0.08912954 -1.01784864
 -0.47868675  1.38114006  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
899,C1CCCCC1O,COc1cc(cc(OC)c1O)C(O)=O,0,logP_setA,OC1CCCCC1,COc1cc(C(=O)O)cc(OC)c1O,-14.722511,14,7,"[-0.71904328 -0.0409024  -1.59650464  0.31450165  0.23084641 -4.06641805
  1.28268492  1.59464263  0.31450058 -1.59650772 -0.04090245 -0.71904236
 -0.73239323  1.69170728  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
900,CCCCO,COc1cc(cc(OC)c1O)C(O)=O,0,logP_setA,CCCCO,COc1cc(C(=O)O)cc(OC)c1O,-14.755573,14,5,"[-2.39123221  0.12871766 -2.79764541  1.38465735  1.07609401 -0.96498122
  0.9228873   1.17016609  1.38465751 -2.79764942  0.1287137  -2.39123139
  1.17522384 -0.1442707   0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
901,CCCCCCCCO,COc1cc(cc(OC)c1O)C(O)=O,0,logP_setA,CCCCCCCCO,COc1cc(C(=O)O)cc(OC)c1O,-13.982121,14,9,"[ 0.09449349 -0.0589331  -0.87077597 -0.38189025 -0.36185912 -5.63483588
  1.83118703  2.15340232 -0.38188972 -0.87077805 -0.05893459  0.09449637
 -1.79251246  2.89638828  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
902,O,COc1cc(cc(OC)c1O)C(O)=O,0,logP_setA,O,COc1cc(C(=O)O)cc(OC)c1O,-12.82776,14,1,"[ 1.88461206 -0.29205001 -0.86384789 -1.16234468 -1.51988365 -6.70665003
  2.40116244  2.72744426 -1.16234603 -0.8638455  -0.29205084  1.88461216
 -2.63504172  4.41214827  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
903,CCCCCC,OC(=O)c1cc(O)c(O)c(O)c1,0,logP_setA,CCCCCC,O=C(O)c1cc(O)c(O)c(O)c1,-8.935632,12,6,"[-0.70763651  0.85061568 -0.71736545  0.22335187 -1.76212591  2.60436723
 -0.59730693  2.40046662 -0.83525338  2.60436792 -0.5973066  -1.76212632
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
904,Cc1ccccc1,OC(=O)c1cc(O)c(O)c(O)c1,0,logP_setA,Cc1ccccc1,O=C(O)c1cc(O)c(O)c(O)c1,-12.158195,12,7,"[-0.60923332  0.12582359 -0.62542102 -0.50045003 -1.55989873  1.4383922
 -0.37923501  1.55221662 -0.45996731  1.43839251 -0.37923471 -1.55989994
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
905,Clc1ccccc1,OC(=O)c1cc(O)c(O)c(O)c1,0,logP_setA,Clc1ccccc1,O=C(O)c1cc(O)c(O)c(O)c1,-11.586745,12,7,"[ 0.05517159 -0.51897206  0.04285355 -0.88630101  0.3133156  -0.98230451
  0.17380369  0.59811719  0.75243399 -0.98230456  0.17380402  0.31331593
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
906,C(Cl)Cl,OC(=O)c1cc(O)c(O)c(O)c1,0,logP_setA,ClCCl,O=C(O)c1cc(O)c(O)c(O)c1,-12.742968,12,3,"[-0.19623945 -0.61881612 -0.22712225 -0.66783862 -0.60910228 -0.27972732
  0.01210932  0.95499698  0.4051763  -0.2797279   0.01210918 -0.60910232
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
